ID,Ecosystem,Prior_land_use,Restoration_strategy,Restoration_time,Fungal group,Metrics,Restored_Mean,Degraded_Mean,Restored_SD,Degraded_SD,Restored_SS,Degraded_SS
SB122,Forest,Mining,Active,5,Basidiomycota,Relative abundance,6.98,30.99,0.698,3.099,7,8
SB122,Forest,Mining,Active,5,Basidiomycota,Relative abundance,3.5,30.99,0.35,3.099,7,8
SB093,Forest,Mining,Active,10,Basidiomycota,Relative abundance,20.575,31.176,2.0575,3.1176,7,8
SB093,Forest,Mining,Active,10,Basidiomycota,Relative abundance,7.079,31.176,0.7079,3.1176,7,8
SB093,Forest,Mining,Active,10,Basidiomycota,Relative abundance,31.047,31.176,3.1047,3.1176,7,8
SB093,Forest,Mining,Active,10,Basidiomycota,Relative abundance,14.122,31.176,1.4122,3.1176,7,8
SB093,Forest,Mining,Active,10,Basidiomycota,Relative abundance,4.4247,31.176,0.44247,3.1176,7,8
SB075,Grassland,Pasture,Passive,9,Basidiomycota,Relative abundance,52,32,5.2,3.2,5,6
SB075,Grassland,Pasture,Active,9,Basidiomycota,Relative abundance,40,32,4,3.2,5,6
SB125,Forest,Monoculture plantation,Active,3,Basidiomycota,Relative abundance,41.4,35.38,4.14,3.538,4,5
SB125,Forest,Monoculture plantation,Active,3,Basidiomycota,Relative abundance,63.14,35.38,6.314,3.538,4,5
SB123,Forest,Monoculture plantation,Active,20,Basidiomycota,Relative abundance,42,40,4.2,4,3,4
SB123,Forest,Monoculture plantation,Active,20,Basidiomycota,Relative abundance,68,40,6.8,4,3,4
SB123,Forest,Monoculture plantation,Active,40,Basidiomycota,Relative abundance,42,42,4.2,4.2,3,4
SB123,Forest,Monoculture plantation,Active,40,Basidiomycota,Relative abundance,68,42,6.8,4.2,3,4
SB007,Forest,Others,Active,2,Basidiomycota,Relative abundance,18,45,1.8,4.5,3,4
SB007,Forest,Others,Active,1,Basidiomycota,Relative abundance,40,45,4,4.5,3,4
SB007,Forest,Others,Active,25,Basidiomycota,Relative abundance,20,45,2,4.5,3,4
SB024,Forest,Agriculture,Passive,78,Basidiomycota,Relative abundance,32,45.5,3.2,4.55,3,3
SB024,Forest,Agriculture,Active,78,Basidiomycota,Relative abundance,32,45.5,3.2,4.55,3,3
SB024,Grassland,Agriculture,Passive,78,Basidiomycota,Relative abundance,29.5,45.5,2.95,4.55,3,3
SB177,Forest,Erosion,Active,37,Basidiomycota,Relative abundance,56,50,5.6,5,3,3
SB080,Forest,Monoculture plantation,Active,13,Basidiomycota,Relative abundance,56.174,65.965,2.092,2.882291623,4,5
